"id","name","gen","Primary.Type","Special.Defense","Speed","Health","Special.Attack","Attack","Defense"
387,"turtwig",4,"grass",55,31,55,45,68,64
388,"grotle",4,"grass",65,36,75,55,89,85
389,"torterra",4,"ground",85,56,95,75,109,105
389,"torterra",4,"grass",85,56,95,75,109,105
390,"chimchar",4,"fire",44,61,44,58,58,44
391,"monferno",4,"fighting",52,81,64,78,78,52
391,"monferno",4,"fire",52,81,64,78,78,52
392,"infernape",4,"fighting",71,108,76,104,104,71
392,"infernape",4,"fire",71,108,76,104,104,71
393,"piplup",4,"water",56,40,53,61,51,53
394,"prinplup",4,"water",76,50,64,81,66,68
395,"empoleon",4,"steel",101,60,84,111,86,88
395,"empoleon",4,"water",101,60,84,111,86,88
396,"starly",4,"flying",30,60,40,30,55,30
396,"starly",4,"normal",30,60,40,30,55,30
397,"staravia",4,"flying",40,80,55,40,75,50
397,"staravia",4,"normal",40,80,55,40,75,50
398,"staraptor",4,"flying",60,100,85,50,120,70
398,"staraptor",4,"normal",60,100,85,50,120,70
399,"bidoof",4,"normal",40,31,59,35,45,40
400,"bibarel",4,"water",60,71,79,55,85,60
400,"bibarel",4,"normal",60,71,79,55,85,60
401,"kricketot",4,"bug",41,25,37,25,25,41
402,"kricketune",4,"bug",51,65,77,55,85,51
403,"shinx",4,"electric",34,45,45,40,65,34
404,"luxio",4,"electric",49,60,60,60,85,49
405,"luxray",4,"electric",79,70,80,95,120,79
406,"budew",4,"poison",70,55,40,50,30,35
406,"budew",4,"grass",70,55,40,50,30,35
407,"roserade",4,"poison",105,90,60,125,70,65
407,"roserade",4,"grass",105,90,60,125,70,65
408,"cranidos",4,"rock",30,58,67,30,125,40
409,"rampardos",4,"rock",50,58,97,65,165,60
410,"shieldon",4,"steel",88,30,30,42,42,118
410,"shieldon",4,"rock",88,30,30,42,42,118
411,"bastiodon",4,"steel",138,30,60,47,52,168
411,"bastiodon",4,"rock",138,30,60,47,52,168
412,"burmy",4,"bug",45,36,40,29,29,45
413,"wormadam-plant",4,"grass",105,36,60,79,59,85
413,"wormadam-plant",4,"bug",105,36,60,79,59,85
414,"mothim",4,"flying",50,66,70,94,94,50
414,"mothim",4,"bug",50,66,70,94,94,50
415,"combee",4,"flying",42,70,30,30,30,42
415,"combee",4,"bug",42,70,30,30,30,42
416,"vespiquen",4,"flying",102,40,70,80,80,102
416,"vespiquen",4,"bug",102,40,70,80,80,102
417,"pachirisu",4,"electric",90,95,60,45,45,70
418,"buizel",4,"water",30,85,55,60,65,35
419,"floatzel",4,"water",50,115,85,85,105,55
420,"cherubi",4,"grass",53,35,45,62,35,45
421,"cherrim",4,"grass",78,85,70,87,60,70
422,"shellos",4,"water",62,34,76,57,48,48
423,"gastrodon",4,"ground",82,39,111,92,83,68
423,"gastrodon",4,"water",82,39,111,92,83,68
424,"ambipom",4,"normal",66,115,75,60,100,66
425,"drifloon",4,"flying",44,70,90,60,50,34
425,"drifloon",4,"ghost",44,70,90,60,50,34
426,"drifblim",4,"flying",54,80,150,90,80,44
426,"drifblim",4,"ghost",54,80,150,90,80,44
427,"buneary",4,"normal",56,85,55,44,66,44
428,"lopunny",4,"normal",96,105,65,54,76,84
429,"mismagius",4,"ghost",105,105,60,105,60,60
430,"honchkrow",4,"flying",52,71,100,105,125,52
430,"honchkrow",4,"dark",52,71,100,105,125,52
431,"glameow",4,"normal",37,85,49,42,55,42
432,"purugly",4,"normal",59,112,71,64,82,64
433,"chingling",4,"psychic",50,45,45,65,30,50
434,"stunky",4,"dark",41,74,63,41,63,47
434,"stunky",4,"poison",41,74,63,41,63,47
435,"skuntank",4,"dark",61,84,103,71,93,67
435,"skuntank",4,"poison",61,84,103,71,93,67
436,"bronzor",4,"psychic",86,23,57,24,24,86
436,"bronzor",4,"steel",86,23,57,24,24,86
437,"bronzong",4,"psychic",116,33,67,79,89,116
437,"bronzong",4,"steel",116,33,67,79,89,116
438,"bonsly",4,"rock",45,10,50,10,80,95
439,"mime-jr",4,"fairy",90,60,20,70,25,45
439,"mime-jr",4,"psychic",90,60,20,70,25,45
440,"happiny",4,"normal",65,30,100,15,5,5
441,"chatot",4,"flying",42,91,76,92,65,45
441,"chatot",4,"normal",42,91,76,92,65,45
